reference	query	s_gene	s_seq	s_start	s_end	s_strand	s_gene_bp	n_hsps	sum_aln_len	sum_nident	identity_pct	distance	in_selected_pairs
AG-916-M14	AG-899-C09	AG-916-M14_00667	AG-916-M14_NODE_2	227084	227908	+	825	1	825	821.997	99.636	0.00364	1
AG-916-M14	AG-899-C09	AG-916-M14_00668	AG-916-M14_NODE_2	227908	228192	+	285	1	285	283.99965	99.649	0.00351	1
AG-916-M14	AG-899-C09	AG-916-M14_00669	AG-916-M14_NODE_2	228195	228536	+	342	1	342	341.00136	99.708	0.00292	1
AG-916-M14	AG-899-C09	AG-916-M14_00670	AG-916-M14_NODE_2	228536	229201	+	666	1	666	664.002	99.7	0.003	1
AG-916-M14	AG-899-C09	AG-916-M14_00671	AG-916-M14_NODE_2	229201	229614	+	414	1	414	414.0	100.0	0.0	1
AG-916-M14	AG-899-C09	AG-916-M14_00672	AG-916-M14_NODE_2	229614	229769	+	156	1	156	155.00004	99.359	0.00641	1
AG-916-M14	AG-899-C09	AG-916-M14_00673	AG-916-M14_NODE_2	229762	229989	+	228	1	228	226.99908	99.561	0.00439	1
AG-916-M14	AG-899-C09	AG-916-M14_00674	AG-916-M14_NODE_2	229989	230357	+	369	1	369	368.00001	99.729	0.00271	1
AG-916-M14	AG-899-C09	AG-916-M14_00675	AG-916-M14_NODE_2	230357	230665	+	309	1	309	307.99884	99.676	0.00324	1
AG-916-M14	AG-899-C09	AG-916-M14_00676	AG-916-M14_NODE_2	230665	231201	+	537	1	537	536.00118	99.814	0.00186	1
AG-916-M14	AG-899-C09	AG-916-M14_00677	AG-916-M14_NODE_2	231204	231509	+	306	1	306	306.0	100.0	0.0	1
AG-916-M14	AG-899-C09	AG-916-M14_00678	AG-916-M14_NODE_2	231511	231897	+	387	1	387	386.00154	99.742	0.00258	1
AG-916-M14	AG-899-C09	AG-916-M14_00679	AG-916-M14_NODE_2	231901	232416	+	516	1	516	516.0	100.0	0.0	1
AG-916-M14	AG-899-C09	AG-916-M14_00680	AG-916-M14_NODE_2	232416	232763	+	348	1	348	345.00024	99.138	0.00862	1
AG-916-M14	AG-899-C09	AG-916-M14_00681	AG-916-M14_NODE_2	232763	233275	+	513	1	513	511.99965	99.805	0.00195	1
AG-916-M14	AG-899-C09	AG-916-M14_00682	AG-916-M14_NODE_2	233278	233712	+	435	1	435	430.998	99.08	0.0092	1
AG-916-M14	AG-899-C09	AG-916-M14_00683	AG-916-M14_NODE_2	233723	235051	+	1329	1	1329	1324.00296	99.624	0.00376	1
AG-916-M14	AG-899-C09	AG-916-M14_00684	AG-916-M14_NODE_2	235042	235596	+	555	1	555	549.00045	98.919	0.01081	1
AG-916-M14	AG-899-C09	AG-916-M14_00685	AG-916-M14_NODE_2	235658	236035	+	378	1	378	378.0	100.0	0.0	1
AG-916-M14	AG-899-C09	AG-916-M14_00686	AG-916-M14_NODE_2	236037	236435	+	399	1	399	397.99851	99.749	0.00251	1
AG-916-M14	AG-899-C09	AG-916-M14_00687	AG-916-M14_NODE_2	236482	237486	+	1005	1	1005	999.00015	99.403	0.00597	1
AG-916-M14	AG-899-C09	AG-916-M14_00688	AG-916-M14_NODE_2	237486	237842	+	357	1	357	356.0004	99.72	0.0028	1
AG-916-M14	AG-899-C09	AG-916-M14_00689	AG-916-M14_NODE_2	237849	238205	+	357	1	357	351.99843	98.599	0.01401	1
AG-916-M14	AG-899-C09	AG-916-M14_00690	AG-916-M14_NODE_2	238195	239007	+	813	1	813	810.00003	99.631	0.00369	1
AG-916-M14	AG-899-C09	AG-916-M14_00691	AG-916-M14_NODE_2	238988	239614	-	627	1	627	622.99974	99.362	0.00638	1
AG-916-M14	AG-899-C09	AG-916-M14_00693	AG-916-M14_NODE_2	239742	241040	+	1299	1	1299	1294.99908	99.692	0.00308	1
AG-916-M14	AG-899-C09	AG-916-M14_00694	AG-916-M14_NODE_2	241050	242444	+	1395	1	1395	1387.00665	99.427	0.00573	1
AG-916-M14	AG-899-C09	AG-916-M14_00695	AG-916-M14_NODE_2	242418	243482	-	1065	1	1065	1063.9989	99.906	0.00094	1
AG-916-M14	AG-899-C09	AG-916-M14_00696	AG-916-M14_NODE_2	243510	243818	+	309	1	309	307.99884	99.676	0.00324	1
AG-916-M14	AG-899-C09	AG-916-M14_00697	AG-916-M14_NODE_2	243803	244264	+	462	1	462	457.99908	99.134	0.00866	1
AG-916-M14	AG-899-C09	AG-916-M14_00698	AG-916-M14_NODE_2	244257	244697	+	441	1	441	438.0012	99.32	0.0068	1
AG-916-M14	AG-899-C09	AG-916-M14_00699	AG-916-M14_NODE_2	244651	244992	+	342	1	342	341.00136	99.708	0.00292	1
AG-916-M14	AG-899-C09	AG-916-M14_00700	AG-916-M14_NODE_2	244989	246332	-	1344	1	1344	1338.00576	99.554	0.00446	1
AG-916-M14	AG-899-C09	AG-916-M14_00701	AG-916-M14_NODE_2	246333	246767	-	435	1	435	431.9985	99.31	0.0069	1
AG-916-M14	AG-899-C09	AG-916-M14_00702	AG-916-M14_NODE_2	246818	247810	-	993	1	993	988.99821	99.597	0.00403	1
AG-916-M14	AG-899-C09	AG-916-M14_00703	AG-916-M14_NODE_2	247794	248942	-	1149	1	1149	1141.00296	99.304	0.00696	1
AG-916-M14	AG-899-C09	AG-916-M14_00704	AG-916-M14_NODE_2	248939	250582	-	1644	1	1646	1635.99232	99.392	0.00608	1
AG-916-M14	AG-899-C09	AG-916-M14_00705	AG-916-M14_NODE_2	250637	252928	+	2292	1	2293	2094.99945	91.365	0.08635	1
AG-916-M14	AG-899-C09	AG-916-M14_00706	AG-916-M14_NODE_2	253238	254020	+	783	1	711	661.99788	93.108	0.06892	1
AG-916-M14	AG-899-C09	AG-916-M14_00707	AG-916-M14_NODE_2	254013	255044	+	1032	1	1032	997.9956	96.705	0.03295	1
AG-916-M14	AG-899-C09	AG-916-M14_00708	AG-916-M14_NODE_2	255045	255491	-	447	1	447	413.99799	92.617	0.07383	1
AG-916-M14	AG-899-C09	AG-916-M14_00709	AG-916-M14_NODE_2	255494	255799	+	306	1	272	258.00016	94.853	0.05147	1
AG-916-M14	AG-899-C09	AG-916-M14_00710	AG-916-M14_NODE_2	255861	256298	+	438	1	438	427.00182	97.489	0.02511	1
AG-916-M14	AG-899-C09	AG-916-M14_00711	AG-916-M14_NODE_2	256301	257575	+	1275	1	1275	1265.9985	99.294	0.00706	1
AG-916-M14	AG-899-C09	AG-916-M14_00712	AG-916-M14_NODE_2	257572	258933	-	1362	1	1362	1355.99358	99.559	0.00441	1
AG-916-M14	AG-899-C09	AG-916-M14_00713	AG-916-M14_NODE_2	258978	259889	-	912	1	912	901.00128	98.794	0.01206	1
AG-916-M14	AG-899-C09	AG-916-M14_00715	AG-916-M14_NODE_2	260081	260338	+	258	1	258	256.0005	99.225	0.00775	1
AG-916-M14	AG-899-C09	AG-916-M14_00716	AG-916-M14_NODE_2	260335	260757	+	423	1	423	413.99856	97.872	0.02128	1
AG-916-M14	AG-899-C09	AG-916-M14_00717	AG-916-M14_NODE_2	260754	261572	+	819	1	819	812.99673	99.267	0.00733	1
AG-916-M14	AG-899-C09	AG-916-M14_00718	AG-916-M14_NODE_2	261565	263268	+	1704	1	1704	1667.00616	97.829	0.02171	1
AG-916-M14	AG-899-C09	AG-916-M14_00719	AG-916-M14_NODE_2	263268	263768	+	501	1	501	494.00103	98.603	0.01397	1
AG-916-M14	AG-899-C09	AG-916-M14_00720	AG-916-M14_NODE_2	263761	264954	-	1194	1	1194	1186.0002	99.33	0.0067	1
AG-916-M14	AG-899-C09	AG-916-M14_00721	AG-916-M14_NODE_2	265002	265424	+	423	1	408	406.0008	99.51	0.0049	1
AG-916-M14	AG-899-C09	AG-916-M14_00722	AG-916-M14_NODE_2	265429	265530	+	102	1	102	99.99978	98.039	0.01961	1
AG-916-M14	AG-899-C09	AG-916-M14_00723	AG-916-M14_NODE_2	265596	265832	+	237	1	240	232.9992	97.083	0.02917	1
AG-916-M14	AG-899-C09	AG-916-M14_00724	AG-916-M14_NODE_2	265836	266954	-	1119	1	1119	1104.0054	98.66	0.0134	1
AG-916-M14	AG-899-C09	AG-916-M14_00725	AG-916-M14_NODE_2	266996	267826	+	831	1	831	816.99765	98.315	0.01685	1
AG-916-M14	AG-899-C09	AG-916-M14_00726	AG-916-M14_NODE_2	267815	268603	-	789	1	789	753.99996	95.564	0.04436	1
AG-916-M14	AG-899-C09	AG-916-M14_00727	AG-916-M14_NODE_2	268596	269639	-	1044	1	1044	971.00352	93.008	0.06992	1
AG-916-M14	AG-899-C09	AG-916-M14_00728	AG-916-M14_NODE_2	269611	270018	-	408	1	407	379.99962	93.366	0.06634	1
AG-916-M14	AG-899-C09	AG-916-M14_00729	AG-916-M14_NODE_2	270020	270982	-	963	1	963	872.99802	90.654	0.09346	1
AG-916-M14	AG-899-C09	AG-916-M14_00730	AG-916-M14_NODE_2	271012	271770	+	759	1	759	717.99882	94.598	0.05402	1
AG-916-M14	AG-899-C09	AG-916-M14_00731	AG-916-M14_NODE_2	271875	273365	+	1491	1	1492	1405.00148	94.169	0.05831	1
AG-916-M14	AG-899-C09	AG-916-M14_00733	AG-916-M14_NODE_2	273469	274167	-	699	1	699	669.99849	95.851	0.04149	1
AG-916-M14	AG-899-C09	AG-916-M14_00734	AG-916-M14_NODE_2	274247	275068	+	822	1	822	779.00118	94.769	0.05231	1
AG-916-M14	AG-899-C09	AG-916-M14_00736	AG-916-M14_NODE_2	275635	276783	-	1149	1	1149	1125.99702	97.998	0.02002	1
AG-916-M14	AG-899-C09	AG-916-M14_00737	AG-916-M14_NODE_2	276780	278231	-	1452	1	1453	1433.99476	98.692	0.01308	1
AG-916-M14	AG-899-C09	AG-916-M14_00738	AG-916-M14_NODE_2	278233	279018	-	786	1	786	773.99778	98.473	0.01527	1
AG-916-M14	AG-899-C09	AG-916-M14_00739	AG-916-M14_NODE_2	279011	280003	-	993	1	993	974.99691	98.187	0.01813	1
AG-916-M14	AG-899-C09	AG-916-M14_00740	AG-916-M14_NODE_2	280042	280464	-	423	1	423	405.99963	95.981	0.04019	1
AG-916-M14	AG-899-C09	AG-916-M14_00741	AG-916-M14_NODE_2	280519	281658	+	1140	1	1140	1113.0048	97.632	0.02368	1
AG-916-M14	AG-899-C09	AG-916-M14_00742	AG-916-M14_NODE_2	281745	282407	+	663	1	662	642.00098	96.979	0.03021	1
AG-916-M14	AG-899-C09	AG-916-M14_00743	AG-916-M14_NODE_2	282411	285008	+	2598	1	105	104.0004	99.048	0.00952	1
AG-916-M14	AG-899-C09	AG-916-M14_00748	AG-916-M14_NODE_3	180	356	+	177	1	177	175.99995	99.435	0.00565	1
AG-916-M14	AG-899-C09	AG-916-M14_00749	AG-916-M14_NODE_3	359	2128	+	1770	1	1770	1687.0047	95.311	0.04689	1
AG-916-M14	AG-899-C09	AG-916-M14_00750	AG-916-M14_NODE_3	2130	2621	+	492	1	492	472.99896	96.138	0.03862	1
AG-916-M14	AG-899-C09	AG-916-M14_00751	AG-916-M14_NODE_3	2618	4255	-	1638	1	1637	1557.99838	95.174	0.04826	1
AG-916-M14	AG-899-C09	AG-916-M14_00752	AG-916-M14_NODE_3	4280	5233	-	954	1	954	890.99784	93.396	0.06604	1
AG-916-M14	AG-899-C09	AG-916-M14_00753	AG-916-M14_NODE_3	5234	5983	-	750	1	750	711.9975	94.933	0.05067	1
AG-916-M14	AG-899-C09	AG-916-M14_00754	AG-916-M14_NODE_3	6037	6582	+	546	1	546	519.0003	95.055	0.04945	1
AG-916-M14	AG-899-C09	AG-916-M14_00755	AG-916-M14_NODE_3	6572	9004	-	2433	1	2434	2258.9954	92.81	0.0719	1
AG-916-M14	AG-899-C09	AG-916-M14_00756	AG-916-M14_NODE_3	9004	9861	-	858	1	858	812.9979	94.755	0.05245	1
AG-916-M14	AG-899-C09	AG-916-M14_00757	AG-916-M14_NODE_3	9942	10979	+	1038	1	1038	990.99936	95.472	0.04528	1
AG-916-M14	AG-899-C09	AG-916-M14_00758	AG-916-M14_NODE_3	11015	11746	+	732	1	732	707.99772	96.721	0.03279	1
AG-916-M14	AG-899-C09	AG-916-M14_00759	AG-916-M14_NODE_3	11743	11946	-	204	1	204	203.0004	99.51	0.0049	1
AG-916-M14	AG-899-C09	AG-916-M14_00760	AG-916-M14_NODE_3	12060	12878	-	819	1	790	762.9978	96.582	0.03418	1
AG-916-M14	AG-899-C09	AG-916-M14_00761	AG-916-M14_NODE_3	12865	13488	-	624	1	624	613.99728	98.397	0.01603	1
AG-916-M14	AG-899-C09	AG-916-M14_00762	AG-916-M14_NODE_3	13481	14281	-	801	1	801	791.99676	98.876	0.01124	1
AG-916-M14	AG-899-C09	AG-916-M14_00763	AG-916-M14_NODE_3	14278	15663	-	1386	1	1386	1355.9931	97.835	0.02165	1
AG-916-M14	AG-899-C09	AG-916-M14_00764	AG-916-M14_NODE_3	15852	17342	+	1491	1	1491	1444.00368	96.848	0.03152	1
AG-916-M14	AG-899-C09	AG-916-M14_00765	AG-916-M14_NODE_3	17349	17630	+	282	1	282	278.00124	98.582	0.01418	1
AG-916-M14	AG-899-C09	AG-916-M14_00766	AG-916-M14_NODE_3	17632	18072	-	441	1	441	430.99812	97.732	0.02268	1
AG-916-M14	AG-899-C09	AG-916-M14_00767	AG-916-M14_NODE_3	18115	18987	-	873	1	873	849.00123	97.251	0.02749	1
AG-916-M14	AG-899-C09	AG-916-M14_00768	AG-916-M14_NODE_3	19016	19801	+	786	1	786	750.0012	95.42	0.0458	1
AG-916-M14	AG-899-C09	AG-916-M14_00769	AG-916-M14_NODE_3	19798	20349	-	552	1	552	537.00216	97.283	0.02717	1
AG-916-M14	AG-899-C09	AG-916-M14_00770	AG-916-M14_NODE_3	20379	20669	+	291	1	289	283.00036	97.924	0.02076	1
AG-916-M14	AG-899-C09	AG-916-M14_00771	AG-916-M14_NODE_3	20670	22352	-	1683	1	1683	1632.0051	96.97	0.0303	1
AG-916-M14	AG-899-C09	AG-916-M14_00772	AG-916-M14_NODE_3	22342	22575	-	234	1	234	231.9993	99.145	0.00855	1
AG-916-M14	AG-899-C09	AG-916-M14_00773	AG-916-M14_NODE_3	22576	24027	-	1452	1	1452	1414.00116	97.383	0.02617	1
AG-916-M14	AG-899-C09	AG-916-M14_00774	AG-916-M14_NODE_3	24024	25520	-	1497	1	1497	1439.99424	96.192	0.03808	1
AG-916-M14	AG-899-C09	AG-916-M14_00775	AG-916-M14_NODE_3	25521	25835	-	315	1	315	306.999	97.46	0.0254	1
AG-916-M14	AG-899-C09	AG-916-M14_00776	AG-916-M14_NODE_3	25876	26313	-	438	1	438	424.00152	96.804	0.03196	1
AG-916-M14	AG-899-C09	AG-916-M14_00777	AG-916-M14_NODE_3	26303	26875	-	573	1	573	561.9984	98.08	0.0192	1
AG-916-M14	AG-899-C09	AG-916-M14_00778	AG-916-M14_NODE_3	26872	27186	-	315	1	315	304.0002	96.508	0.03492	1
AG-916-M14	AG-899-C09	AG-916-M14_00779	AG-916-M14_NODE_3	27176	27445	-	270	1	270	259.9992	96.296	0.03704	1
AG-916-M14	AG-899-C09	AG-916-M14_00780	AG-916-M14_NODE_3	27442	27936	-	495	1	495	479.0016	96.768	0.03232	1
AG-916-M14	AG-899-C09	AG-916-M14_00781	AG-916-M14_NODE_3	27946	28848	-	903	1	903	884.00088	97.896	0.02104	1
AG-916-M14	AG-899-C09	AG-916-M14_00782	AG-916-M14_NODE_3	28890	30137	-	1248	1	1248	1209.0	96.875	0.03125	1
AG-916-M14	AG-899-C09	AG-916-M14_00783	AG-916-M14_NODE_3	30154	31830	-	1677	1	1677	1651.99593	98.509	0.01491	1
AG-916-M14	AG-899-C09	AG-916-M14_00784	AG-916-M14_NODE_3	31894	32553	-	660	1	660	658.9968	99.848	0.00152	1
AG-916-M14	AG-899-C09	AG-916-M14_00785	AG-916-M14_NODE_3	32554	34077	-	1524	1	1524	1520.99772	99.803	0.00197	1
AG-916-M14	AG-899-C09	AG-916-M14_00786	AG-916-M14_NODE_3	34104	34718	-	615	1	615	611.9988	99.512	0.00488	1
AG-916-M14	AG-899-C09	AG-916-M14_00787	AG-916-M14_NODE_3	34738	35715	-	978	1	978	977.00244	99.898	0.00102	1
AG-916-M14	AG-899-C09	AG-916-M14_00788	AG-916-M14_NODE_3	35785	36882	+	1098	1	1098	1095.00246	99.727	0.00273	1
AG-916-M14	AG-899-C09	AG-916-M14_00789	AG-916-M14_NODE_3	36879	38066	+	1188	1	1188	1183.99644	99.663	0.00337	1
AG-916-M14	AG-899-C09	AG-916-M14_00790	AG-916-M14_NODE_3	38077	38949	+	873	1	873	867.99771	99.427	0.00573	1
AG-916-M14	AG-899-C09	AG-916-M14_00791	AG-916-M14_NODE_3	38946	39923	-	978	1	978	973.00242	99.489	0.00511	1
AG-916-M14	AG-899-C09	AG-916-M14_00792	AG-916-M14_NODE_3	39924	41084	-	1161	1	1161	1154.99763	99.483	0.00517	1
AG-916-M14	AG-899-C09	AG-916-M14_00794	AG-916-M14_NODE_3	41306	43024	-	1719	1	1719	1712.00367	99.593	0.00407	1
AG-916-M14	AG-899-C09	AG-916-M14_00795	AG-916-M14_NODE_3	42984	43937	-	954	1	954	954.0	100.0	0.0	1
AG-916-M14	AG-899-C09	AG-916-M14_00796	AG-916-M14_NODE_3	43930	45216	-	1287	1	1287	1285.99614	99.922	0.00078	1
AG-916-M14	AG-899-C09	AG-916-M14_00797	AG-916-M14_NODE_3	45203	45424	-	222	1	222	219.99978	99.099	0.00901	1
AG-916-M14	AG-899-C09	AG-916-M14_00798	AG-916-M14_NODE_3	45378	45767	-	390	1	390	387.0009	99.231	0.00769	1
AG-916-M14	AG-899-C09	AG-916-M14_00799	AG-916-M14_NODE_3	45760	46227	-	468	1	468	466.99848	99.786	0.00214	1
AG-916-M14	AG-899-C09	AG-916-M14_00800	AG-916-M14_NODE_3	46416	46724	-	309	1	309	302.99922	98.058	0.01942	1
AG-916-M14	AG-899-C09	AG-916-M14_00801	AG-916-M14_NODE_3	46721	47011	-	291	1	291	291.0	100.0	0.0	1
AG-916-M14	AG-899-C09	AG-916-M14_00802	AG-916-M14_NODE_3	46983	47987	-	1005	1	1005	999.9951	99.502	0.00498	1
AG-916-M14	AG-899-C09	AG-916-M14_00803	AG-916-M14_NODE_3	48037	48369	+	333	1	333	332.001	99.7	0.003	1
AG-916-M14	AG-899-C09	AG-916-M14_00804	AG-916-M14_NODE_3	48366	50489	-	2124	1	2124	2122.00344	99.906	0.00094	1
AG-916-M14	AG-899-C09	AG-916-M14_00805	AG-916-M14_NODE_3	50521	50907	-	387	1	387	386.00154	99.742	0.00258	1
AG-916-M14	AG-899-C09	AG-916-M14_00806	AG-916-M14_NODE_3	50895	51320	-	426	1	426	424.9989	99.765	0.00235	1
AG-916-M14	AG-899-C09	AG-916-M14_00807	AG-916-M14_NODE_3	51326	52399	-	1074	1	1074	1072.00236	99.814	0.00186	1
AG-916-M14	AG-899-C09	AG-916-M14_00808	AG-916-M14_NODE_3	52412	52990	-	579	1	579	577.00245	99.655	0.00345	1
AG-916-M14	AG-899-C09	AG-916-M14_00809	AG-916-M14_NODE_3	52990	53979	-	990	1	990	986.0004	99.596	0.00404	1
AG-916-M14	AG-899-C09	AG-916-M14_00810	AG-916-M14_NODE_3	53983	54438	-	456	1	456	452.99952	99.342	0.00658	1
AG-916-M14	AG-899-C09	AG-916-M14_00811	AG-916-M14_NODE_3	54441	55718	-	1278	1	1278	1272.00618	99.531	0.00469	1
AG-916-M14	AG-899-C09	AG-916-M14_00812	AG-916-M14_NODE_3	55715	56155	-	441	1	441	438.0012	99.32	0.0068	1
AG-916-M14	AG-899-C09	AG-916-M14_00813	AG-916-M14_NODE_3	56133	56765	-	633	1	633	630.99972	99.684	0.00316	1
AG-916-M14	AG-899-C09	AG-916-M14_00814	AG-916-M14_NODE_3	56770	57423	-	654	1	654	652.99938	99.847	0.00153	1
AG-916-M14	AG-899-C09	AG-916-M14_00815	AG-916-M14_NODE_3	57429	58160	-	732	1	732	730.99716	99.863	0.00137	1
AG-916-M14	AG-899-C09	AG-916-M14_00816	AG-916-M14_NODE_3	58397	58516	-	120	1	120	119.0004	99.167	0.00833	1
AG-916-M14	AG-899-C09	AG-916-M14_00817	AG-916-M14_NODE_3	58513	59220	-	708	1	708	708.0	100.0	0.0	1
AG-916-M14	AG-899-C09	AG-916-M14_00818	AG-916-M14_NODE_3	59220	61358	-	2139	1	2139	2128.98948	99.532	0.00468	1
AG-916-M14	AG-899-C09	AG-916-M14_00819	AG-916-M14_NODE_3	61388	61654	-	267	1	267	267.0	100.0	0.0	1
AG-916-M14	AG-899-C09	AG-916-M14_00820	AG-916-M14_NODE_3	61698	62135	-	438	1	438	435.99834	99.543	0.00457	1
AG-916-M14	AG-899-C09	AG-916-M14_00821	AG-916-M14_NODE_3	62136	63008	-	873	1	873	871.99605	99.885	0.00115	1
AG-916-M14	AG-899-C09	AG-916-M14_00823	AG-916-M14_NODE_3	63237	64673	-	1437	1	1437	1430.99334	99.582	0.00418	1
AG-916-M14	AG-899-C09	AG-916-M14_00824	AG-916-M14_NODE_3	64663	66108	-	1446	1	1446	1438.00362	99.447	0.00553	1
AG-916-M14	AG-899-C09	AG-916-M14_00825	AG-916-M14_NODE_3	66109	66390	-	282	1	282	282.0	100.0	0.0	1
AG-916-M14	AG-899-C09	AG-916-M14_00826	AG-916-M14_NODE_3	66392	66838	+	447	1	447	447.0	100.0	0.0	1
AG-916-M14	AG-899-C09	AG-916-M14_00827	AG-916-M14_NODE_3	66828	67721	+	894	1	894	886.99998	99.217	0.00783	1
AG-916-M14	AG-899-C09	AG-916-M14_00828	AG-916-M14_NODE_3	67721	68305	+	585	1	585	583.99965	99.829	0.00171	1
AG-916-M14	AG-899-C09	AG-916-M14_00829	AG-916-M14_NODE_3	68308	70821	+	2514	1	2514	2499.99702	99.443	0.00557	1
AG-916-M14	AG-899-C09	AG-916-M14_00830	AG-916-M14_NODE_3	70811	72586	-	1776	1	1776	1763.99424	99.324	0.00676	1
AG-916-M14	AG-899-C09	AG-916-M14_00831	AG-916-M14_NODE_3	72573	73193	-	621	1	621	617.00076	99.356	0.00644	1
AG-916-M14	AG-899-C09	AG-916-M14_00832	AG-916-M14_NODE_3	73193	73618	-	426	1	426	424.00206	99.531	0.00469	1
AG-916-M14	AG-899-C09	AG-916-M14_00833	AG-916-M14_NODE_3	73828	74778	+	951	1	951	946.99629	99.579	0.00421	1
AG-916-M14	AG-899-C09	AG-916-M14_00834	AG-916-M14_NODE_3	74765	75307	+	543	1	543	536.99985	98.895	0.01105	1
AG-916-M14	AG-899-C09	AG-916-M14_00835	AG-916-M14_NODE_3	75299	75712	-	414	1	414	410.9985	99.275	0.00725	1
AG-916-M14	AG-899-C09	AG-916-M14_00836	AG-916-M14_NODE_3	75721	77124	-	1404	1	1404	1395.00036	99.359	0.00641	1
AG-916-M14	AG-899-C09	AG-916-M14_00837	AG-916-M14_NODE_3	77267	78136	+	870	1	870	865.998	99.54	0.0046	1
AG-916-M14	AG-899-C09	AG-916-M14_00838	AG-916-M14_NODE_3	78123	79079	+	957	1	957	948.0042	99.06	0.0094	1
AG-916-M14	AG-899-C09	AG-916-M14_00839	AG-916-M14_NODE_3	79072	81216	+	2145	1	2145	2117.00775	98.695	0.01305	1
AG-916-M14	AG-899-C09	AG-916-M14_00840	AG-916-M14_NODE_3	81206	81880	+	675	1	675	666.00225	98.667	0.01333	1
AG-916-M14	AG-899-C09	AG-916-M14_00841	AG-916-M14_NODE_3	81846	82787	+	942	1	942	934.00242	99.151	0.00849	1
AG-916-M14	AG-899-C09	AG-916-M14_00842	AG-916-M14_NODE_3	82772	83509	+	738	1	738	728.9964	98.78	0.0122	1
AG-916-M14	AG-899-C09	AG-916-M14_00843	AG-916-M14_NODE_3	83499	84119	-	621	1	621	619.00038	99.678	0.00322	1
AG-916-M14	AG-899-C09	AG-916-M14_00844	AG-916-M14_NODE_3	84109	85341	-	1233	1	1233	1223.00037	99.189	0.00811	1
AG-916-M14	AG-899-C09	AG-916-M14_00845	AG-916-M14_NODE_3	85360	85596	-	237	1	237	235.99986	99.578	0.00422	1
AG-916-M14	AG-899-C09	AG-916-M14_00846	AG-916-M14_NODE_3	85660	86370	-	711	1	711	689.99706	97.046	0.02954	1
AG-916-M14	AG-899-C09	AG-916-M14_00847	AG-916-M14_NODE_3	86363	87271	-	909	1	909	854.99631	94.059	0.05941	1
AG-916-M14	AG-899-C09	AG-916-M14_00848	AG-916-M14_NODE_3	87304	87633	+	330	1	330	299.9997	90.909	0.09091	1
AG-916-M14	AG-899-C09	AG-916-M14_00849	AG-916-M14_NODE_3	87633	87821	+	189	1	189	178.0002	94.18	0.0582	1
AG-916-M14	AG-899-C09	AG-916-M14_00850	AG-916-M14_NODE_3	87826	88284	+	459	1	459	456.99876	99.564	0.00436	1
AG-916-M14	AG-899-C09	AG-916-M14_00851	AG-916-M14_NODE_3	88324	89745	+	1422	1	1422	1416.99456	99.648	0.00352	1
AG-916-M14	AG-899-C09	AG-916-M14_00852	AG-916-M14_NODE_3	89754	90521	+	768	1	768	763.00032	99.349	0.00651	1
AG-916-M14	AG-899-C09	AG-916-M14_00853	AG-916-M14_NODE_3	90521	91219	+	699	1	699	696.00129	99.571	0.00429	1
AG-916-M14	AG-899-C09	AG-916-M14_00854	AG-916-M14_NODE_3	91224	91787	+	564	1	564	564.0	100.0	0.0	1
AG-916-M14	AG-899-C09	AG-916-M14_00855	AG-916-M14_NODE_3	91765	93216	+	1452	1	1452	1447.00512	99.656	0.00344	1
AG-916-M14	AG-899-C09	AG-916-M14_00856	AG-916-M14_NODE_3	93217	93702	+	486	1	486	482.00022	99.177	0.00823	1
AG-916-M14	AG-899-C09	AG-916-M14_00857	AG-916-M14_NODE_3	93686	94939	-	1254	1	1254	1249.99974	99.681	0.00319	1
AG-916-M14	AG-899-C09	AG-916-M14_00858	AG-916-M14_NODE_3	94932	96119	-	1188	1	1188	1183.99644	99.663	0.00337	1
AG-916-M14	AG-899-C09	AG-916-M14_00859	AG-916-M14_NODE_3	96106	96603	-	498	1	486	480.99906	98.971	0.01029	1
AG-916-M14	AG-899-C09	AG-916-M14_00860	AG-916-M14_NODE_3	96579	97127	-	549	1	549	542.99943	98.907	0.01093	1
AG-916-M14	AG-899-C09	AG-916-M14_00861	AG-916-M14_NODE_3	97143	97469	+	327	1	327	327.0	100.0	0.0	1
AG-916-M14	AG-899-C09	AG-916-M14_00862	AG-916-M14_NODE_3	97442	98041	-	600	1	600	598.998	99.833	0.00167	1
AG-916-M14	AG-899-C09	AG-916-M14_00863	AG-916-M14_NODE_3	98064	99008	+	945	1	903	901.99767	99.889	0.00111	1
AG-916-M14	AG-899-C09	AG-916-M14_00864	AG-916-M14_NODE_3	99015	102401	+	3387	1	3381	3342.99756	98.876	0.01124	1
AG-916-M14	AG-899-C09	AG-916-M14_00865	AG-916-M14_NODE_3	102354	103076	-	723	1	723	703.00182	97.234	0.02766	1
AG-916-M14	AG-899-C09	AG-916-M14_00866	AG-916-M14_NODE_3	103085	103747	-	663	1	662	652.9968	98.64	0.0136	1
AG-916-M14	AG-899-C09	AG-916-M14_00867	AG-916-M14_NODE_3	103842	105053	+	1212	1	1212	1200.99504	99.092	0.00908	1
AG-916-M14	AG-899-C09	AG-916-M14_00868	AG-916-M14_NODE_3	105050	107713	-	2664	1	2664	2643.99336	99.249	0.00751	1
AG-916-M14	AG-899-C09	AG-916-M14_00869	AG-916-M14_NODE_3	107752	108813	-	1062	1	1062	1055.9997	99.435	0.00565	1
AG-916-M14	AG-899-C09	AG-916-M14_00870	AG-916-M14_NODE_3	108865	109056	+	192	1	192	183.99936	95.833	0.04167	1
